customer,platScalop,Sandwich Baguette XL,Pancake Fruit Secsn,Pizza Chees,Pizza Garden Specieal,Pizza The Hawaiian,Plat Tunisien,SAlade Maison,SAndwich Philly Steak,Sandwich Tuinisien,Sandwich Zinger,Lablebi,sandwich Scalope,Sandwic hAyari
919,1,1,1,1,1,1,0,1,0,1,0,1,1,1
920,0,1,1,1,1,1,1,0,0,1,1,1,1,1
921,1,1,1,1,1,0,1,0,0,0,0,0,1,0
922,1,0,0,1,1,1,1,0,1,1,0,1,1,0
923,1,0,0,1,1,1,0,0,1,1,0,0,1,0
924,1,1,1,0,0,1,1,0,1,1,1,1,0,1
925,0,0,0,1,1,0,0,0,0,0,1,1,1,0
926,1,0,0,1,1,0,0,0,0,0,1,0,1,0
927,1,0,0,1,0,0,1,0,0,1,0,0,0,0
928,1,1,1,0,1,1,1,1,0,1,0,0,1,1
929,0,0,0,0,1,0,0,1,1,0,0,1,0,1
930,1,0,0,0,1,0,0,0,1,1,1,0,1,0
931,0,0,0,1,0,1,1,0,0,0,1,1,1,1
932,0,0,0,0,1,0,1,0,1,1,1,1,0,0
933,0,0,0,1,1,0,0,0,0,0,1,1,0,1
934,1,1,1,1,0,1,1,0,0,0,1,0,1,1
935,1,0,0,1,1,0,0,0,1,1,0,1,0,1
936,0,1,1,1,1,0,0,1,0,0,1,0,1,0
937,0,0,0,0,1,0,1,1,0,1,0,0,1,0
938,0,1,1,1,0,0,1,0,1,0,1,0,0,0
939,1,0,0,0,1,1,0,0,1,0,0,1,0,0
940,1,0,0,1,0,0,0,0,0,0,1,0,0,1
941,0,0,0,1,0,0,1,0,1,0,0,0,0,0
942,1,1,1,0,1,1,0,1,1,0,1,1,0,1
943,1,0,0,0,0,0,1,1,1,0,1,0,1,1
944,1,0,0,0,0,0,1,1,1,1,0,1,0,1
945,0,0,0,1,0,1,0,1,1,0,1,1,1,1
946,0,1,1,0,0,0,0,0,0,0,0,1,0,0
947,1,0,0,0,1,0,0,0,0,1,0,1,1,1
948,0,1,1,1,0,0,1,0,1,0,0,1,1,0
949,1,0,0,0,0,0,0,1,0,0,1,1,1,1
950,0,1,1,1,1,0,0,1,1,0,0,0,0,0
951,0,1,1,1,1,0,1,1,1,0,1,0,0,1
952,0,1,1,0,1,1,0,1,1,0,0,1,0,0
953,0,0,0,1,1,1,1,1,1,0,1,1,0,1
954,1,1,1,1,1,0,1,0,0,1,1,1,0,1
955,1,0,0,0,1,1,1,0,0,1,1,1,1,1
956,0,1,1,1,0,1,1,0,1,0,0,1,0,0
957,1,1,1,1,1,1,1,0,1,0,0,1,1,1
958,0,1,1,0,1,1,0,0,0,1,0,0,0,1
959,0,1,1,1,1,1,0,0,0,1,0,0,0,1
960,0,1,1,1,0,1,1,0,1,1,1,1,0,0
961,0,0,0,0,1,0,1,1,1,0,1,1,1,1
962,1,1,1,0,1,0,0,1,0,1,1,0,1,1
963,0,1,1,0,0,1,0,1,0,1,0,0,0,0
964,1,1,1,1,1,0,0,0,1,0,0,1,0,0
965,0,0,0,0,1,0,0,1,0,0,1,0,0,0
966,1,1,1,1,0,0,1,0,0,0,1,1,0,1
967,0,0,0,1,1,0,0,1,0,1,1,1,0,1
968,1,0,0,1,1,0,0,0,0,1,0,0,0,0
969,0,0,0,1,0,1,0,0,1,0,1,1,0,0
970,1,0,0,0,0,0,0,1,1,1,0,0,1,1
971,0,1,1,1,1,0,0,1,0,0,0,1,1,0
972,1,1,1,1,1,0,0,0,0,1,0,1,0,1
973,0,0,0,1,0,0,0,0,0,1,0,1,0,1
974,0,0,0,0,0,0,0,0,1,0,0,0,1,1
975,0,1,1,1,1,0,1,0,1,0,1,1,0,1
976,1,0,0,1,0,0,0,1,0,1,0,1,0,1
977,0,0,0,0,0,1,1,0,0,1,0,1,0,0
978,0,1,1,0,0,1,0,1,1,0,1,1,0,1
979,1,1,1,0,1,0,1,0,1,1,1,1,0,0
980,0,0,0,1,1,1,0,1,1,0,0,0,0,1
981,0,0,0,0,1,1,0,0,0,1,1,0,0,1
982,0,0,0,1,1,0,1,0,1,0,1,1,1,0
983,1,0,0,0,1,0,0,0,0,1,1,0,0,1
984,1,0,0,0,0,0,0,1,0,0,1,0,0,0
985,1,1,1,1,0,1,0,0,1,1,0,0,0,0
986,1,0,0,1,1,0,0,1,0,1,0,0,1,1
987,1,0,0,1,1,1,0,1,0,0,0,1,1,1
988,1,0,0,1,0,0,1,1,1,0,0,1,1,1
989,0,1,1,0,1,1,1,0,0,1,1,1,1,1
990,0,1,1,0,1,0,1,0,1,0,1,1,1,0
991,0,1,1,0,1,0,1,0,0,0,0,1,0,0
992,1,0,0,0,1,0,1,1,1,1,1,0,0,1
993,1,1,1,0,0,0,1,0,1,1,0,0,1,1
994,1,0,0,1,1,0,1,0,0,1,0,0,1,1
995,1,0,0,1,0,1,0,1,1,1,1,0,1,0
996,1,0,0,1,1,0,0,1,1,0,1,1,0,1
997,1,1,1,0,1,0,0,1,1,1,1,1,1,0
998,1,1,1,0,0,1,0,0,1,0,1,1,0,1
999,1,0,0,1,1,0,0,0,0,1,1,0,0,1
