idCustomer,AgeCustomer,Gender,AdressCustomer,CommandeCustom,
4236.0,33.0,Femme,Cité tadamon,pizza,
4237.0,37.0,Homme,Cité Nasr,Burgers,
4238.0,42.0,Femme,Gamart,pizza,
4239.0,36.0,Femme,Lafayet,sandwitch,
4240.0,19.0,Femme,Borj louzir,Crepe,
4241.0,19.0,Femme,Ghazale,Salade,
4242.0,52.0,Homme,Cité tadamon,makloub,
4243.0,36.0,Homme,lac1,Salade,
4244.0,44.0,Femme,Borj louzir,pizza,
4245.0,26.0,Homme,lac1,makloub,
4246.0,24.0,Homme,lac1,Crepe,
4247.0,37.0,Homme,Gamart,Burgers,
4248.0,53.0,Homme,Gamart,Salade,
4249.0,54.0,Femme,lac1,Burgers,
4250.0,26.0,Homme,Manzeh,Crepe,
4251.0,28.0,Homme,Borj louzir,pizza,
4252.0,51.0,Homme,lac1,makloub,
4253.0,54.0,Homme,Marsa,sandwitch,
4254.0,22.0,Femme,Cité Nasr,pizza,
4255.0,28.0,Homme,Ariana,pizza,
4256.0,27.0,Homme,Manzeh,makloub,
4257.0,27.0,Femme,Borj louzir,makloub,
4258.0,36.0,Homme,Cité Nasr,Crepe,
4259.0,26.0,Homme,Lafayet,makloub,
4260.0,21.0,Femme,Ariana,Crepe,
4261.0,23.0,Homme,Manzeh,Burgers,
4262.0,42.0,Femme,Ariana,Crepe,
4263.0,47.0,Femme,lac1,pizza,
4264.0,27.0,Femme,Lafayet,Salade,
4265.0,33.0,Homme,Cité Nasr,Crepe,
4266.0,54.0,Homme,Cité Nasr,Crepe,
4267.0,30.0,Femme,Marsa,Burgers,
4268.0,24.0,Homme,Manzeh,sandwitch,
4269.0,33.0,Femme,CentreHurbainNord,pizza,
4270.0,28.0,Femme,Ariana,makloub,
4271.0,49.0,Femme,Cité Nasr,makloub,
4272.0,41.0,Homme,Borj louzir,makloub,
4273.0,32.0,Homme,Ariana,pizza,
4274.0,45.0,Homme,Lafayet,Burgers,
4275.0,41.0,Homme,Manar,Burgers,
4276.0,45.0,Femme,Ghazale,Burgers,
4277.0,39.0,Femme,Ariana,Crepe,
4278.0,42.0,Homme,Manzeh,pizza,
4279.0,32.0,Femme,Manzeh,Crepe,
4280.0,46.0,Homme,Cité Intilaka,makloub,
4281.0,23.0,Homme,Cité Nasr,Crepe,
4282.0,28.0,Homme,Borj louzir,Salade,
4283.0,54.0,Homme,Manar,sandwitch,
4284.0,32.0,Femme,Lafayet,Salade,
4285.0,20.0,Homme,Cité Intilaka,makloub,
4286.0,42.0,Femme,Lafayet,Burgers,
4287.0,24.0,Femme,Borj louzir,Crepe,
4288.0,53.0,Femme,Lafayet,makloub,
4289.0,22.0,Femme,Marsa,pizza,
4290.0,53.0,Femme,Manar,pizza,
4291.0,42.0,Homme,Gamart,pizza,
4292.0,33.0,Femme,Marsa,sandwitch,
4293.0,53.0,Femme,Borj louzir,makloub,
4294.0,46.0,Homme,Borj louzir,Salade,
4295.0,28.0,Femme,Marsa,sandwitch,
4296.0,39.0,Femme,lac1,pizza,
4297.0,28.0,Homme,Ghazale,Salade,
4298.0,55.0,Homme,CentreHurbainNord,pizza,
4299.0,55.0,Femme,Lafayet,Salade,
4300.0,38.0,Homme,Manzeh,Burgers,
4301.0,32.0,Femme,lac1,sandwitch,
4302.0,54.0,Femme,Cité tadamon,pizza,
4303.0,21.0,Femme,Manar,pizza,
4304.0,55.0,Femme,Ariana,Crepe,
4305.0,52.0,Femme,Marsa,sandwitch,
4306.0,27.0,Homme,Ariana,makloub,
4307.0,36.0,Femme,Ghazale,Salade,
4308.0,19.0,Homme,CentreHurbainNord,Crepe,
4309.0,34.0,Femme,Lafayet,pizza,
4310.0,52.0,Homme,Ariana,makloub,
4311.0,23.0,Homme,Ariana,Burgers,
4312.0,20.0,Femme,Manzeh,sandwitch,
4313.0,21.0,Femme,Cité Nasr,sandwitch,
4314.0,41.0,Homme,Gamart,Crepe,
4315.0,43.0,Femme,Borj louzir,Crepe,
4316.0,27.0,Femme,Lafayet,Crepe,
4317.0,47.0,Homme,Ariana,Crepe,
4318.0,43.0,Homme,Manar,Burgers,
4319.0,55.0,Homme,Manar,Crepe,
4320.0,52.0,Femme,Gamart,pizza,
4321.0,48.0,Femme,Cité Nasr,sandwitch,
4322.0,29.0,Homme,Cité Nasr,Crepe,
4323.0,54.0,Homme,Ghazale,sandwitch,
4324.0,54.0,Femme,lac1,Burgers,
4325.0,53.0,Homme,Ghazale,Burgers,
4326.0,46.0,Homme,Lafayet,makloub,
4327.0,18.0,Homme,Lafayet,Salade,
4328.0,36.0,Homme,Cité tadamon,Crepe,
4329.0,18.0,Femme,Manar,pizza,
4330.0,35.0,Homme,Cité tadamon,pizza,
4331.0,50.0,Homme,Ariana,Crepe,
4332.0,31.0,Homme,Borj louzir,Salade,
4333.0,50.0,Homme,Ghazale,pizza,
4334.0,19.0,Homme,Manar,Crepe,
4335.0,19.0,Homme,Cité tadamon,Salade,
4336.0,31.0,Homme,Cité tadamon,Crepe,
4337.0,55.0,Femme,Cité tadamon,Burgers,
4338.0,49.0,Femme,Cité Nasr,makloub,
4339.0,24.0,Femme,CentreHurbainNord,Crepe,
4340.0,45.0,Homme,Manar,pizza,
4341.0,52.0,Femme,Manar,makloub,
4342.0,46.0,Homme,Ariana,makloub,
4343.0,55.0,Homme,Manzeh,sandwitch,
4344.0,45.0,Femme,Ariana,Crepe,
4345.0,52.0,Femme,Ghazale,pizza,
4346.0,50.0,Homme,Manzeh,makloub,
4347.0,37.0,Homme,Borj louzir,pizza,
4348.0,42.0,Femme,lac1,Salade,
4349.0,52.0,Homme,Manzeh,Burgers,
4350.0,42.0,Femme,Cité Intilaka,pizza,
4351.0,50.0,Femme,Manar,pizza,
4352.0,51.0,Homme,Lafayet,Salade,
4353.0,37.0,Homme,CentreHurbainNord,Crepe,
4354.0,39.0,Femme,Manzeh,Salade,
4355.0,23.0,Femme,Manar,Salade,
4356.0,53.0,Femme,Manar,Crepe,
4357.0,34.0,Homme,Cité Nasr,Crepe,
4358.0,20.0,Femme,lac1,pizza,
4359.0,21.0,Femme,Cité tadamon,Crepe,
4360.0,44.0,Femme,Cité Intilaka,Crepe,
4361.0,33.0,Homme,Gamart,pizza,
4362.0,50.0,Femme,Borj louzir,sandwitch,
4363.0,27.0,Homme,Manzeh,Salade,
4364.0,24.0,Homme,Cité Nasr,makloub,
4365.0,49.0,Femme,Cité Intilaka,sandwitch,
4366.0,40.0,Homme,Gamart,sandwitch,
4367.0,39.0,Femme,Cité tadamon,pizza,
4368.0,30.0,Femme,Borj louzir,pizza,
4369.0,48.0,Femme,Gamart,pizza,
4370.0,22.0,Femme,Ghazale,pizza,
4371.0,38.0,Homme,Manzeh,pizza,
4372.0,32.0,Homme,Cité Nasr,Crepe,
4373.0,29.0,Femme,Cité tadamon,Burgers,
4374.0,26.0,Homme,Cité Nasr,pizza,
4375.0,36.0,Homme,Cité Nasr,Salade,
4376.0,42.0,Femme,Borj louzir,Salade,
4377.0,40.0,Femme,Cité Nasr,Salade,
4378.0,31.0,Femme,CentreHurbainNord,Crepe,
4379.0,39.0,Homme,Cité Intilaka,pizza,
4380.0,54.0,Homme,Borj louzir,Crepe,
4381.0,30.0,Homme,Lafayet,Burgers,
4382.0,49.0,Femme,Gamart,Burgers,
4383.0,28.0,Femme,Manar,sandwitch,
4384.0,33.0,Femme,Borj louzir,sandwitch,
4385.0,31.0,Femme,Marsa,makloub,
4386.0,26.0,Femme,Manar,Burgers,
4387.0,27.0,Homme,Cité Intilaka,sandwitch,
4388.0,25.0,Femme,Ghazale,sandwitch,
4389.0,27.0,Femme,Manzeh,Burgers,
4390.0,35.0,Femme,Cité tadamon,sandwitch,
4391.0,39.0,Femme,Gamart,pizza,
4392.0,23.0,Homme,lac1,pizza,
4393.0,55.0,Homme,Cité Nasr,Crepe,
4394.0,39.0,Femme,Borj louzir,Salade,
4395.0,49.0,Homme,Marsa,Burgers,
4396.0,26.0,Homme,Lafayet,pizza,
4397.0,37.0,Femme,Ghazale,makloub,
4398.0,37.0,Femme,Ariana,Crepe,
4399.0,50.0,Homme,Borj louzir,Crepe,
4400.0,21.0,Femme,Ariana,Crepe,
4401.0,23.0,Homme,Lafayet,Burgers,
4402.0,44.0,Femme,lac1,Burgers,
4403.0,29.0,Femme,Cité tadamon,pizza,
4404.0,32.0,Femme,Manzeh,sandwitch,
4405.0,26.0,Homme,Cité Nasr,Crepe,
4406.0,48.0,Homme,Lafayet,Crepe,
4407.0,32.0,Femme,Borj louzir,Crepe,
4408.0,20.0,Femme,Ariana,pizza,
4409.0,35.0,Homme,Ghazale,Burgers,
4410.0,49.0,Homme,Manar,sandwitch,
4411.0,24.0,Homme,Cité Intilaka,pizza,
4412.0,54.0,Homme,Cité Nasr,Crepe,
4413.0,46.0,Femme,Cité tadamon,Crepe,
4414.0,31.0,Femme,Ghazale,makloub,
4415.0,30.0,Homme,Manar,Salade,
4416.0,33.0,Homme,Cité Intilaka,pizza,
4417.0,29.0,Homme,Ariana,Salade,
4418.0,20.0,Femme,Marsa,sandwitch,
4419.0,33.0,Homme,lac1,Burgers,
4420.0,34.0,Homme,Lafayet,pizza,
4421.0,49.0,Homme,Cité Nasr,Crepe,
4422.0,22.0,Femme,Ariana,Salade,
4423.0,26.0,Femme,CentreHurbainNord,pizza,
4424.0,26.0,Femme,Cité Intilaka,Burgers,
4425.0,44.0,Homme,Manzeh,sandwitch,
4426.0,48.0,Femme,Manzeh,Crepe,
4427.0,19.0,Femme,Manzeh,Crepe,
4428.0,55.0,Femme,Marsa,Salade,
4429.0,19.0,Femme,Manzeh,pizza,
4430.0,50.0,Homme,Borj louzir,sandwitch,
4431.0,36.0,Femme,Manzeh,Burgers,
4432.0,52.0,Femme,Lafayet,pizza,
4433.0,36.0,Femme,Ariana,Crepe,
4434.0,49.0,Homme,Lafayet,makloub,
4435.0,55.0,Femme,lac1,Burgers,
4436.0,25.0,Homme,Lafayet,pizza,
4437.0,49.0,Homme,Cité Nasr,Burgers,
4438.0,40.0,Homme,Manar,Crepe,
4439.0,29.0,Femme,Borj louzir,pizza,
4440.0,54.0,Femme,Lafayet,Crepe,
4441.0,44.0,Femme,Marsa,makloub,
4442.0,23.0,Femme,Gamart,makloub,
4443.0,42.0,Homme,Cité Nasr,Crepe,
4444.0,34.0,Homme,CentreHurbainNord,sandwitch,
4445.0,37.0,Femme,Cité Nasr,Salade,
4446.0,45.0,Homme,Ariana,Burgers,
4447.0,21.0,Femme,Manzeh,Salade,
4448.0,41.0,Femme,Borj louzir,pizza,
4449.0,33.0,Femme,Borj louzir,Salade,
4450.0,23.0,Homme,CentreHurbainNord,Crepe,
4451.0,50.0,Femme,Cité Nasr,sandwitch,
4452.0,51.0,Homme,Cité Nasr,Salade,
4453.0,46.0,Femme,Manzeh,sandwitch,
4454.0,27.0,Homme,lac1,Salade,
4455.0,41.0,Homme,lac1,Salade,
4456.0,34.0,Homme,Cité Intilaka,Burgers,
4457.0,39.0,Homme,CentreHurbainNord,pizza,
4458.0,33.0,Femme,Ghazale,Crepe,
4459.0,19.0,Femme,Cité tadamon,Crepe,
4460.0,44.0,Femme,Lafayet,sandwitch,
4461.0,38.0,Homme,Cité Intilaka,Crepe,
4462.0,24.0,Femme,lac1,sandwitch,
4463.0,26.0,Femme,Manar,Salade,
4464.0,42.0,Homme,Cité Intilaka,pizza,
4465.0,28.0,Homme,Ghazale,Salade,
4466.0,38.0,Homme,Ghazale,Salade,
4467.0,28.0,Homme,Cité Nasr,Crepe,
4468.0,26.0,Homme,Lafayet,Salade,
4469.0,40.0,Homme,Ariana,makloub,
4470.0,56.0,Homme,Lafayet,pizza,
4471.0,55.0,Femme,Cité Nasr,pizza,
4472.0,50.0,Homme,lac1,pizza,
4473.0,33.0,Femme,Ghazale,sandwitch,
4474.0,36.0,Homme,Borj louzir,pizza,
4475.0,24.0,Homme,lac1,Salade,
4476.0,47.0,Femme,Ariana,sandwitch,
4477.0,51.0,Femme,Manar,pizza,
4478.0,31.0,Homme,CentreHurbainNord,Salade,
4479.0,33.0,Femme,Ghazale,makloub,
4480.0,28.0,Femme,CentreHurbainNord,sandwitch,
4481.0,25.0,Femme,Borj louzir,makloub,
4482.0,48.0,Homme,Ghazale,sandwitch,
4483.0,43.0,Homme,Cité Intilaka,sandwitch,
4484.0,20.0,Homme,lac1,Crepe,
4485.0,39.0,Homme,Manar,Salade,
4486.0,43.0,Homme,Marsa,sandwitch,
4487.0,27.0,Homme,Cité tadamon,Salade,
4488.0,30.0,Femme,Lafayet,makloub,
4489.0,43.0,Femme,Cité tadamon,Salade,
4490.0,27.0,Femme,Cité Nasr,pizza,
4491.0,42.0,Femme,Marsa,Crepe,
4492.0,27.0,Homme,Manar,makloub,
4493.0,36.0,Femme,Cité Nasr,pizza,
4494.0,37.0,Homme,CentreHurbainNord,makloub,
4495.0,44.0,Femme,lac1,sandwitch,
4496.0,47.0,Homme,lac1,sandwitch,
4497.0,40.0,Femme,Ariana,Burgers,
4498.0,52.0,Homme,Ghazale,Salade,
4499.0,44.0,Femme,Borj louzir,sandwitch,
4500.0,43.0,Femme,Marsa,Crepe,
4501.0,20.0,Homme,Cité tadamon,Burgers,
4502.0,39.0,Homme,Ghazale,Crepe,
4503.0,41.0,Femme,Manar,Crepe,
4504.0,46.0,Homme,Cité Intilaka,sandwitch,
4505.0,38.0,Homme,lac1,Burgers,
4506.0,45.0,Femme,Cité tadamon,Burgers,
4507.0,19.0,Femme,Marsa,Salade,
4508.0,26.0,Homme,Marsa,Crepe,
4509.0,33.0,Femme,Cité Nasr,Salade,
4510.0,39.0,Homme,Ariana,makloub,
4511.0,45.0,Homme,Ariana,pizza,
4512.0,33.0,Femme,Cité Intilaka,Crepe,
4513.0,36.0,Homme,Manar,Salade,
4514.0,26.0,Femme,Manar,sandwitch,
4515.0,26.0,Homme,Ghazale,makloub,
4516.0,51.0,Homme,Ghazale,sandwitch,
4517.0,43.0,Homme,Manar,makloub,
4518.0,51.0,Homme,Cité tadamon,Salade,
4519.0,22.0,Femme,Ghazale,sandwitch,
4520.0,32.0,Femme,Manar,makloub,
4521.0,39.0,Homme,Manzeh,makloub,
4522.0,41.0,Homme,Manar,Salade,
4523.0,39.0,Homme,Gamart,sandwitch,
4524.0,32.0,Femme,Cité Intilaka,pizza,
4525.0,25.0,Homme,Ghazale,pizza,
4526.0,27.0,Femme,Gamart,Crepe,
4527.0,36.0,Femme,Cité tadamon,sandwitch,
4528.0,38.0,Homme,Cité Nasr,makloub,
4529.0,53.0,Homme,Ariana,makloub,
4530.0,41.0,Homme,Gamart,Crepe,
4531.0,31.0,Femme,Cité Intilaka,Burgers,
4532.0,46.0,Femme,Manar,sandwitch,
4533.0,20.0,Femme,Manar,Burgers,
4534.0,55.0,Homme,Gamart,pizza,
4535.0,34.0,Homme,Cité Intilaka,Crepe,
4536.0,30.0,Femme,Cité Nasr,pizza,
4537.0,37.0,Femme,Cité tadamon,makloub,
4538.0,19.0,Homme,Marsa,sandwitch,
4539.0,51.0,Homme,Gamart,sandwitch,
4540.0,51.0,Femme,Cité Nasr,sandwitch,
4541.0,40.0,Femme,Manar,Crepe,
4542.0,43.0,Homme,Marsa,Burgers,
4543.0,30.0,Femme,Manar,sandwitch,
4544.0,50.0,Homme,Gamart,pizza,
4545.0,27.0,Femme,Gamart,sandwitch,
4546.0,20.0,Homme,Cité Nasr,makloub,
4547.0,32.0,Homme,CentreHurbainNord,pizza,
4548.0,54.0,Homme,Manar,pizza,
4549.0,37.0,Femme,Manar,sandwitch,
4550.0,25.0,Homme,Lafayet,Burgers,
4551.0,36.0,Homme,CentreHurbainNord,sandwitch,
4552.0,41.0,Femme,lac1,Crepe,
4553.0,40.0,Homme,lac1,Burgers,
4554.0,55.0,Femme,Cité tadamon,makloub,
4555.0,22.0,Homme,Cité Nasr,makloub,
4556.0,20.0,Femme,Cité Intilaka,pizza,
4557.0,41.0,Homme,Ghazale,pizza,
4558.0,36.0,Homme,Cité tadamon,Burgers,
4559.0,36.0,Femme,Manzeh,makloub,
4560.0,31.0,Femme,Ariana,makloub,
4561.0,30.0,Homme,Manar,Salade,
4562.0,50.0,Femme,Cité tadamon,pizza,
4563.0,21.0,Femme,CentreHurbainNord,Crepe,
4564.0,21.0,Femme,Cité Nasr,Burgers,
4565.0,52.0,Homme,Manar,pizza,
4566.0,39.0,Femme,Gamart,pizza,
4567.0,43.0,Homme,lac1,Salade,
4568.0,35.0,Homme,Ghazale,Burgers,
4569.0,43.0,Homme,Cité tadamon,Burgers,
4570.0,45.0,Homme,lac1,Crepe,
4571.0,36.0,Homme,Marsa,Crepe,
4572.0,33.0,Homme,Lafayet,makloub,
4573.0,51.0,Femme,Manar,Burgers,
4574.0,34.0,Homme,lac1,sandwitch,
4575.0,48.0,Homme,CentreHurbainNord,sandwitch,
4576.0,54.0,Femme,Gamart,Crepe,
4577.0,50.0,Femme,Lafayet,Crepe,
4578.0,35.0,Femme,Manzeh,Salade,
4579.0,41.0,Homme,Marsa,pizza,
4580.0,26.0,Homme,Gamart,pizza,
4581.0,27.0,Homme,lac1,makloub,
4582.0,26.0,Femme,Cité Nasr,makloub,
4583.0,49.0,Homme,lac1,sandwitch,
4584.0,55.0,Femme,Ariana,pizza,
4585.0,51.0,Femme,Manar,Crepe,
4586.0,19.0,Homme,Manzeh,pizza,
4587.0,48.0,Femme,Lafayet,Crepe,
4588.0,19.0,Homme,Manar,sandwitch,
4589.0,33.0,Homme,lac1,Burgers,
4590.0,37.0,Homme,Ghazale,pizza,
4591.0,31.0,Homme,Cité tadamon,sandwitch,
4592.0,35.0,Femme,lac1,Burgers,
4593.0,39.0,Homme,Cité Nasr,pizza,
4594.0,25.0,Homme,Manzeh,makloub,
4595.0,49.0,Homme,lac1,Salade,
4596.0,39.0,Femme,CentreHurbainNord,sandwitch,
4597.0,23.0,Femme,Lafayet,Crepe,
4598.0,43.0,Femme,Cité Intilaka,pizza,
4599.0,42.0,Homme,Marsa,Crepe,
4600.0,55.0,Homme,Cité Intilaka,pizza,
4601.0,29.0,Homme,Borj louzir,Burgers,
4602.0,33.0,Femme,CentreHurbainNord,pizza,
4603.0,41.0,Homme,CentreHurbainNord,Burgers,
4604.0,42.0,Homme,Cité Intilaka,Burgers,
4605.0,44.0,Homme,CentreHurbainNord,sandwitch,
4606.0,41.0,Homme,Manar,sandwitch,
4607.0,44.0,Femme,Ariana,Burgers,
4608.0,30.0,Femme,Cité Nasr,makloub,
4609.0,36.0,Homme,Cité tadamon,Burgers,
4610.0,21.0,Homme,Cité Intilaka,sandwitch,
4611.0,33.0,Homme,Cité Nasr,Salade,
4612.0,41.0,Homme,CentreHurbainNord,pizza,
4613.0,30.0,Femme,Manzeh,Salade,
4614.0,40.0,Femme,Borj louzir,sandwitch,
4615.0,20.0,Homme,Ghazale,Burgers,
4616.0,32.0,Homme,Manzeh,makloub,
4617.0,22.0,Femme,Cité Nasr,Crepe,
4618.0,53.0,Femme,Borj louzir,Crepe,
4619.0,34.0,Homme,Ariana,Burgers,
4620.0,48.0,Femme,Cité Intilaka,Crepe,
4621.0,26.0,Femme,Gamart,makloub,
4622.0,41.0,Femme,Cité tadamon,Crepe,
4623.0,35.0,Homme,Lafayet,pizza,
4624.0,50.0,Homme,Manar,pizza,
4625.0,53.0,Homme,Marsa,pizza,
4626.0,56.0,Femme,Manzeh,sandwitch,
4627.0,22.0,Femme,Cité tadamon,makloub,
4628.0,20.0,Homme,Ghazale,makloub,
4629.0,31.0,Femme,Cité tadamon,Salade,
4630.0,43.0,Homme,CentreHurbainNord,makloub,
4631.0,20.0,Homme,Manzeh,pizza,
4632.0,40.0,Homme,Manar,Burgers,
4633.0,43.0,Homme,Gamart,makloub,
4634.0,30.0,Homme,Ariana,pizza,
4635.0,27.0,Homme,Manzeh,Crepe,
4636.0,46.0,Homme,Cité tadamon,sandwitch,
4637.0,20.0,Homme,Ariana,pizza,
4638.0,18.0,Homme,Gamart,sandwitch,
4639.0,34.0,Homme,Marsa,sandwitch,
4640.0,52.0,Femme,Lafayet,Salade,
4641.0,51.0,Femme,CentreHurbainNord,sandwitch,
4642.0,43.0,Homme,CentreHurbainNord,Crepe,
4643.0,21.0,Homme,Manar,Salade,
4644.0,30.0,Femme,lac1,sandwitch,
4645.0,36.0,Homme,Ariana,pizza,
4646.0,53.0,Femme,CentreHurbainNord,Crepe,
4647.0,25.0,Femme,Cité tadamon,makloub,
4648.0,41.0,Homme,Lafayet,Salade,
4649.0,56.0,Femme,Manzeh,pizza,
4650.0,43.0,Homme,Ariana,makloub,
4651.0,33.0,Homme,Manar,Salade,
4652.0,43.0,Femme,Cité Nasr,Crepe,
4653.0,28.0,Femme,Cité Intilaka,sandwitch,
4654.0,21.0,Femme,Gamart,Burgers,
4655.0,51.0,Homme,Manzeh,makloub,
4656.0,34.0,Homme,Cité Nasr,sandwitch,
4657.0,50.0,Femme,Borj louzir,Burgers,
4658.0,19.0,Homme,Ghazale,sandwitch,
4659.0,21.0,Femme,Gamart,pizza,
4660.0,49.0,Homme,Marsa,Salade,
4661.0,29.0,Femme,Manzeh,Burgers,
4662.0,18.0,Homme,Manzeh,Salade,
4663.0,48.0,Homme,Manzeh,sandwitch,
4664.0,20.0,Homme,Ariana,sandwitch,
4665.0,36.0,Femme,Lafayet,Crepe,
4666.0,19.0,Femme,Lafayet,pizza,
4667.0,50.0,Femme,Cité Nasr,Salade,
4668.0,30.0,Homme,Manzeh,Crepe,
4669.0,22.0,Homme,Cité Intilaka,Salade,
4670.0,37.0,Femme,Cité Intilaka,Crepe,
4671.0,39.0,Homme,lac1,Salade,
4672.0,25.0,Femme,Ariana,sandwitch,
4673.0,28.0,Homme,Cité tadamon,Crepe,
4674.0,42.0,Femme,Marsa,makloub,
4675.0,48.0,Homme,lac1,Salade,
4676.0,54.0,Femme,Cité tadamon,Crepe,
4677.0,19.0,Homme,Cité tadamon,pizza,
4678.0,19.0,Homme,Ghazale,Crepe,
4679.0,52.0,Femme,Lafayet,Salade,
4680.0,50.0,Homme,Cité Nasr,Burgers,
4681.0,45.0,Homme,Ghazale,sandwitch,
4682.0,18.0,Femme,Lafayet,makloub,
4683.0,29.0,Femme,Cité tadamon,Burgers,
4684.0,26.0,Femme,Manar,makloub,
4685.0,21.0,Homme,Cité Intilaka,Salade,
4686.0,36.0,Femme,Ghazale,makloub,
4687.0,46.0,Homme,Ariana,sandwitch,
4688.0,35.0,Femme,Cité Nasr,sandwitch,
4689.0,25.0,Femme,CentreHurbainNord,sandwitch,
4690.0,24.0,Homme,Manar,makloub,
4691.0,32.0,Homme,Borj louzir,makloub,
4692.0,48.0,Femme,Lafayet,sandwitch,
4693.0,27.0,Homme,Lafayet,Crepe,
4694.0,36.0,Femme,CentreHurbainNord,Crepe,
4695.0,42.0,Homme,lac1,Salade,
4696.0,50.0,Homme,Ghazale,sandwitch,
4697.0,40.0,Femme,Cité tadamon,sandwitch,
4698.0,25.0,Homme,Manzeh,Burgers,
4699.0,24.0,Homme,lac1,makloub,
4700.0,20.0,Homme,Marsa,Crepe,
4701.0,56.0,Homme,Cité tadamon,Burgers,
4702.0,35.0,Femme,Cité Intilaka,sandwitch,
4703.0,23.0,Homme,Ghazale,Salade,
4704.0,49.0,Femme,Cité tadamon,Burgers,
4705.0,42.0,Femme,Gamart,Crepe,
4706.0,21.0,Homme,Cité Nasr,Burgers,
4707.0,41.0,Homme,CentreHurbainNord,pizza,
4708.0,28.0,Femme,Lafayet,Salade,
4709.0,31.0,Homme,Marsa,pizza,
4710.0,32.0,Homme,lac1,Burgers,
4711.0,41.0,Homme,Lafayet,Crepe,
4712.0,26.0,Femme,lac1,pizza,
4713.0,42.0,Homme,Manzeh,pizza,
4714.0,30.0,Femme,Cité Nasr,sandwitch,
4715.0,36.0,Homme,Ghazale,pizza,
4716.0,52.0,Femme,Borj louzir,pizza,
4717.0,40.0,Homme,Borj louzir,sandwitch,
4718.0,25.0,Femme,Ghazale,pizza,
4719.0,45.0,Femme,Cité Intilaka,pizza,
4720.0,22.0,Homme,lac1,Burgers,
4721.0,32.0,Homme,lac1,Crepe,
4722.0,35.0,Femme,Gamart,Burgers,
4723.0,42.0,Femme,Manar,pizza,
4724.0,33.0,Homme,Cité Nasr,pizza,
4725.0,40.0,Homme,Cité Nasr,makloub,
4726.0,50.0,Femme,Manar,Salade,
4727.0,36.0,Femme,Lafayet,Burgers,
4728.0,44.0,Femme,Cité Intilaka,pizza,
4729.0,42.0,Homme,Cité Intilaka,makloub,
4730.0,44.0,Femme,Cité Intilaka,Crepe,
4731.0,21.0,Homme,Manzeh,sandwitch,
4732.0,32.0,Homme,CentreHurbainNord,Crepe,
4733.0,27.0,Femme,Gamart,makloub,
4734.0,35.0,Homme,Cité Intilaka,Burgers,
4735.0,34.0,Homme,Marsa,Crepe,
4736.0,31.0,Femme,Ariana,Burgers,
4737.0,20.0,Femme,Marsa,makloub,
4738.0,52.0,Homme,lac1,sandwitch,
4739.0,22.0,Femme,Lafayet,makloub,
4740.0,49.0,Femme,Ghazale,Salade,
4741.0,40.0,Homme,Manar,Crepe,
4742.0,47.0,Femme,Manzeh,sandwitch,
4743.0,46.0,Femme,Ariana,Crepe,
4744.0,39.0,Homme,Manar,Burgers,
4745.0,32.0,Femme,Manzeh,sandwitch,
4746.0,52.0,Femme,Borj louzir,Burgers,
4747.0,30.0,Homme,Lafayet,makloub,
4748.0,50.0,Femme,Marsa,pizza,
4749.0,34.0,Femme,Cité Intilaka,Burgers,
4750.0,24.0,Femme,Marsa,makloub,
4751.0,52.0,Homme,Cité Intilaka,Crepe,
4752.0,40.0,Homme,lac1,Crepe,
4753.0,20.0,Homme,Manzeh,Salade,
4754.0,38.0,Femme,Gamart,Crepe,
4755.0,19.0,Homme,Cité Nasr,sandwitch,
4756.0,33.0,Homme,Manar,Crepe,
4757.0,45.0,Homme,Manzeh,sandwitch,
4758.0,45.0,Homme,CentreHurbainNord,makloub,
4759.0,42.0,Femme,Gamart,Crepe,
4760.0,41.0,Homme,Gamart,Burgers,
4761.0,38.0,Femme,Lafayet,Crepe,
4762.0,20.0,Femme,lac1,sandwitch,
4763.0,48.0,Femme,Lafayet,Salade,
4764.0,37.0,Homme,Marsa,makloub,
4765.0,18.0,Femme,Ghazale,pizza,
4766.0,21.0,Homme,Manzeh,Burgers,
4767.0,52.0,Femme,lac1,Salade,
4768.0,28.0,Homme,Gamart,Salade,
4769.0,36.0,Femme,Manar,Salade,
4770.0,27.0,Femme,Cité tadamon,Burgers,
4771.0,19.0,Femme,Manzeh,Salade,
4772.0,23.0,Femme,Cité Nasr,makloub,
4773.0,42.0,Homme,Marsa,sandwitch,
4774.0,30.0,Homme,Gamart,Salade,
4775.0,26.0,Homme,CentreHurbainNord,pizza,
4776.0,44.0,Homme,Borj louzir,Salade,
4777.0,21.0,Homme,Ariana,sandwitch,
4778.0,34.0,Homme,lac1,Burgers,
4779.0,34.0,Femme,Borj louzir,pizza,
4780.0,25.0,Femme,Marsa,Crepe,
4781.0,34.0,Homme,Gamart,sandwitch,
4782.0,54.0,Homme,Ghazale,sandwitch,
4783.0,52.0,Femme,Cité Intilaka,Salade,
4784.0,22.0,Femme,Cité tadamon,pizza,
4785.0,55.0,Femme,Borj louzir,sandwitch,
4786.0,56.0,Femme,Ghazale,sandwitch,
4787.0,23.0,Femme,Borj louzir,Salade,
4788.0,25.0,Femme,Manzeh,pizza,
4789.0,21.0,Femme,Borj louzir,pizza,
4790.0,40.0,Femme,Ariana,Crepe,
4791.0,40.0,Homme,Gamart,Crepe,
4792.0,26.0,Femme,Ghazale,Burgers,
4793.0,40.0,Femme,Manzeh,sandwitch,
4794.0,23.0,Homme,Marsa,makloub,
