customer,platScalop,Sandwich Baguette XL,Pancake Fruit Secsn,Pizza Chees,Pizza Garden Specieal,Pizza The Hawaiian,Plat Tunisien,SAlade Maison,SAndwich Philly Steak,Sandwich Tuinisien,Sandwich Zinger,Lablebi,sandwich Scalope,Sandwic hAyari
919,1,0,0,0,0,1,0,0,1,0,0,1,1,1
920,1,1,1,0,1,1,1,1,1,1,0,1,0,1
921,1,0,0,1,0,1,1,0,1,0,1,1,1,0
922,1,1,1,1,0,0,0,0,1,1,0,1,0,0
923,0,1,1,0,0,0,1,1,0,0,1,1,0,1
924,0,1,1,0,0,1,1,0,1,0,0,0,0,1
925,1,0,0,1,0,0,0,0,1,1,1,1,0,0
926,1,0,0,1,1,0,1,0,0,0,0,1,0,1
927,0,0,0,0,0,1,0,0,0,0,1,1,1,0
928,1,0,0,1,0,0,0,0,1,1,1,1,0,1
929,0,0,0,0,0,1,1,1,1,1,1,1,0,1
930,1,1,1,0,1,0,1,0,1,0,1,0,0,1
931,1,0,0,0,0,1,1,0,0,1,0,1,1,0
932,1,1,1,0,0,1,0,0,1,1,0,1,1,1
933,1,0,0,1,0,0,1,0,1,1,1,0,0,1
934,0,0,0,0,0,0,1,0,0,0,0,1,1,1
935,0,1,1,1,1,1,1,0,1,0,1,1,1,0
936,1,1,1,1,1,0,0,1,0,0,1,0,1,0
937,0,1,1,1,0,0,0,1,0,1,1,1,1,1
938,1,0,0,1,0,1,1,0,1,0,0,0,0,0
939,0,1,1,0,0,1,1,0,1,0,0,0,0,0
940,0,0,0,1,1,1,0,0,1,0,1,0,0,0
941,1,1,1,0,1,1,0,0,1,1,0,1,0,1
942,1,0,0,0,0,1,0,1,1,1,1,0,1,0
943,0,1,1,0,0,0,1,1,0,0,1,0,0,0
944,1,1,1,1,0,0,0,1,0,0,1,0,0,0
945,0,0,0,1,1,1,1,0,1,1,1,1,1,0
946,0,1,1,1,1,1,0,1,0,0,0,1,0,0
947,0,0,0,1,1,0,0,1,0,0,1,0,0,0
948,0,1,1,1,0,1,1,0,1,1,0,0,0,0
949,1,1,1,1,1,1,1,0,0,1,1,1,1,0
950,0,1,1,1,1,0,1,0,0,1,1,0,1,1
951,0,0,0,0,0,1,1,1,0,0,1,0,1,0
952,0,1,1,0,1,1,0,1,0,1,1,1,0,1
953,1,1,1,1,1,0,1,0,1,1,1,0,1,1
954,0,1,1,1,0,1,0,1,0,0,1,1,0,0
955,1,0,0,0,0,0,0,1,1,0,1,0,1,1
956,1,0,0,0,1,0,0,1,0,0,0,0,0,0
957,0,0,0,0,0,0,1,1,0,0,0,0,0,0
958,1,0,0,0,1,1,0,1,1,0,0,1,1,0
959,0,0,0,1,0,0,0,1,0,0,0,0,1,0
960,0,0,0,0,1,0,1,0,1,1,0,0,0,1
961,0,1,1,0,1,0,0,1,1,1,1,1,0,0
962,0,1,1,0,1,1,1,0,0,1,0,1,0,0
963,0,0,0,1,1,1,1,0,1,1,1,1,1,1
964,1,1,1,0,1,0,0,0,0,1,0,1,0,1
965,1,1,1,1,1,0,0,0,1,0,0,1,0,1
966,1,1,1,1,1,1,0,0,1,1,1,0,1,0
967,0,1,1,1,1,1,0,1,0,1,0,1,1,1
968,0,0,0,1,0,1,0,0,1,1,1,1,1,1
969,0,1,1,0,1,0,1,1,1,1,1,0,0,1
970,0,1,1,1,0,0,1,0,1,1,0,0,0,0
971,0,1,1,0,1,1,0,1,0,0,1,1,1,1
972,1,1,1,1,1,0,0,1,1,1,1,1,0,0
973,0,1,1,1,1,1,0,0,1,0,0,1,0,0
974,0,0,0,0,0,0,0,1,0,1,0,1,1,1
975,1,0,0,0,0,1,1,0,0,0,1,0,0,1
976,0,1,1,1,1,0,0,1,0,1,1,1,1,0
977,0,0,0,0,1,0,1,0,0,0,1,1,0,1
978,1,1,1,1,0,0,1,0,1,0,0,1,1,0
979,1,1,1,1,1,0,0,1,1,0,1,0,0,1
980,1,1,1,1,0,0,1,0,0,1,1,0,1,0
981,0,1,1,0,0,1,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0,0,1,1,1,0,0,0,0
983,1,0,0,0,1,0,0,1,0,1,0,0,1,1
984,0,0,0,1,0,0,1,0,0,0,0,1,0,0
985,0,1,1,1,1,0,0,1,1,0,1,0,0,1
986,0,0,0,1,1,0,1,1,1,1,0,0,0,1
987,1,1,1,0,1,0,0,0,0,1,1,0,1,0
988,0,1,1,1,1,0,0,0,1,0,0,0,1,1
989,1,0,0,1,0,0,1,0,0,0,1,0,0,1
990,1,1,1,1,0,1,0,0,1,0,1,0,0,1
991,1,1,1,0,1,0,0,0,1,1,0,0,0,0
992,1,0,0,1,0,0,0,0,1,0,1,0,1,1
993,0,1,1,0,0,1,0,0,0,0,0,0,1,1
994,1,0,0,0,0,1,0,1,1,0,0,0,0,1
995,0,1,1,1,0,0,0,1,1,0,1,1,1,1
996,1,1,1,1,1,1,0,0,1,1,1,1,0,0
997,0,0,0,0,0,0,1,1,0,0,1,0,0,0
998,1,0,0,1,1,0,0,0,0,1,1,0,0,1
999,1,0,0,0,1,1,0,1,0,1,1,1,0,1
